date,sheet,age,measure,value
Apr-Jun 2015,People - SA,Aged 16-24,Total people in relevant population group,7262.0
Jul-Sep 2015,People - SA,Aged 16-24,Total people in relevant population group,7248.0
Oct-Dec 2015,People - SA,Aged 16-24,Total people in relevant population group,7231.0
Jan-Mar 2016,People - SA,Aged 16-24,Total people in relevant population group,7213.0
Apr-Jun 2016,People - SA,Aged 16-24,Total people in relevant population group,7195.0
Jul-Sep 2016,People - SA,Aged 16-24,Total people in relevant population group,7172.0
Oct-Dec 2016,People - SA,Aged 16-24,Total people in relevant population group,7146.0
Jan-Mar 2017,People - SA,Aged 16-24,Total people in relevant population group,7120.0
Apr-Jun 2017,People - SA,Aged 16-24,Total people in relevant population group,7094.0
Jul-Sep 2017,People - SA,Aged 16-24,Total people in relevant population group,7070.0
Oct-Dec 2017,People - SA,Aged 16-24,Total people in relevant population group,7047.0
Jan-Mar 2018,People - SA,Aged 16-24,Total people in relevant population group,7024.0
Apr-Jun 2018,People - SA,Aged 16-24,Total people in relevant population group,7001.0
Jul-Sep 2018,People - SA,Aged 16-24,Total people in relevant population group,6979.0
Oct-Dec 2018,People - SA,Aged 16-24,Total people in relevant population group,6957.0
Jan-Mar 2019,People - SA,Aged 16-24,Total people in relevant population group,7015.0
Apr-Jun 2019,People - SA,Aged 16-24,Total people in relevant population group,7003.0
Jul-Sep 2019,People - SA,Aged 16-24,Total people in relevant population group,6990.0
Oct-Dec 2019,People - SA,Aged 16-24,Total people in relevant population group,6976.0
Jan-Mar 2020,People - SA,Aged 16-24,Total people in relevant population group,6963.0
Apr-Jun 2020,People - SA,Aged 16-24,Total people in relevant population group,6949.0
Jul-Sep 2020,People - SA,Aged 16-24,Total people in relevant population group,6947.0
Oct-Dec 2020,People - SA,Aged 16-24,Total people in relevant population group,6951.0
Jan-Mar 2021,People - SA,Aged 16-24,Total people in relevant population group,6955.0
Apr-Jun 2021,People - SA,Aged 16-24,Total people in relevant population group,6959.0
Jul-Sep 2021,People - SA,Aged 16-24,Total people in relevant population group,6974.0
Oct-Dec 2021,People - SA,Aged 16-24,Total people in relevant population group,6994.0
Jan-Mar 2022,People - SA,Aged 16-24,Total people in relevant population group,7014.0
Apr-Jun 2022,People - SA,Aged 16-24,Total people in relevant population group,7034.0
Jul-Sep 2022,People - SA,Aged 16-24,Total people in relevant population group,7063.0
Oct-Dec 2022,People - SA,Aged 16-24,Total people in relevant population group,7097.0
Jan-Mar 2023,People - SA,Aged 16-24,Total people in relevant population group,7131.0
Apr-Jun 2023,People - SA,Aged 16-24,Total people in relevant population group,7166.0
Jul-Sep 2023,People - SA,Aged 16-24,Total people in relevant population group,7200.0
Oct-Dec 2023,People - SA,Aged 16-24,Total people in relevant population group,7234.0
Jan-Mar 2024,People - SA,Aged 16-24,Total people in relevant population group,7269.0
Apr-Jun 2024,People - SA,Aged 16-24,Total people in relevant population group,7304.0
Jul-Sep 2024,People - SA,Aged 16-24,Total people in relevant population group,7336.0
Oct-Dec 2024,People - SA,Aged 16-24,Total people in relevant population group,7367.0
Oct-Dec 2001,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.934781341912604
Jan-Mar 2002,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.270712424813965
Apr-Jun 2002,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.410667192048292
Jul-Sep 2002,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.337405860282708
Oct-Dec 2002,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.705354680219683
Jan-Mar 2003,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.50387653485594
Apr-Jun 2003,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.397976146544357
Jul-Sep 2003,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.118133107031547
Oct-Dec 2003,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.597609194809698
Jan-Mar 2004,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.360430672632896
Apr-Jun 2004,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.935088179179827
Jul-Sep 2004,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.440885503966712
Oct-Dec 2004,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.4447192110986
Jan-Mar 2005,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.431194822487246
Apr-Jun 2005,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.686430629829887
Jul-Sep 2005,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.467630940819708
Oct-Dec 2005,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.398049814610847
Jan-Mar 2006,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.073319896553166
Apr-Jun 2006,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.559366374380057
Jul-Sep 2006,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.276769690946796
Oct-Dec 2006,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.829892828862944
Jan-Mar 2007,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.06808710546859
Apr-Jun 2007,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.057973713995228
Jul-Sep 2007,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.716586894757166
Oct-Dec 2007,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.427414366235741
Jan-Mar 2008,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.399789682828386
Apr-Jun 2008,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.81804437847701
Jul-Sep 2008,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.290344059330588
Oct-Dec 2008,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.160311909520493
Jan-Mar 2009,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,15.135325963460339
Apr-Jun 2009,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,15.553113862653936
Jul-Sep 2009,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,15.443627556976786
Oct-Dec 2009,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.880719809208992
Jan-Mar 2010,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,15.46827364166007
Apr-Jun 2010,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.696983166661335
Jul-Sep 2010,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,15.290982975887179
Oct-Dec 2010,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,15.862907459560734
Jan-Mar 2011,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,15.294552255409455
Apr-Jun 2011,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,15.80257215399447
Jul-Sep 2011,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,16.902032499834196
Oct-Dec 2011,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,16.458923774947955
Jan-Mar 2012,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,16.212337633731785
Apr-Jun 2012,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,16.202181952755694
Jul-Sep 2012,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,15.021447019630422
Oct-Dec 2012,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.771644019153477
Jan-Mar 2013,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,15.017134761839262
Apr-Jun 2013,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.886032730114504
Jul-Sep 2013,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.943347075407623
Oct-Dec 2013,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,14.215107902135712
Jan-Mar 2014,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.415610003033866
Apr-Jun 2014,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.214877046564597
Jul-Sep 2014,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.28393418377948
Oct-Dec 2014,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.348458555476764
Jan-Mar 2015,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.851069645215372
Apr-Jun 2015,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.655730906098226
Jul-Sep 2015,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.804828622080626
Oct-Dec 2015,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.867336256061053
Jan-Mar 2016,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.002207778480265
Apr-Jun 2016,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.734087247985657
Jul-Sep 2016,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.994545725233499
Oct-Dec 2016,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.508406433334557
Jan-Mar 2017,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.16537024674702
Apr-Jun 2017,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.154443308828238
Jul-Sep 2017,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.254637265010842
Oct-Dec 2017,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.256850129382325
Jan-Mar 2018,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.361659048189876
Apr-Jun 2018,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.11575533142641
Jul-Sep 2018,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.856273275592736
Oct-Dec 2018,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.333762642208812
Jan-Mar 2019,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.047538817794312
Apr-Jun 2019,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.402906206930837
Jul-Sep 2019,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.834017493709718
Oct-Dec 2019,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.757698304081586
Jan-Mar 2020,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.389995401411685
Apr-Jun 2020,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.504685775209142
Jul-Sep 2020,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.22418083843419
Oct-Dec 2020,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.890443507782875
Jan-Mar 2021,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.730365986917588
Apr-Jun 2021,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,9.47012027159132
Jul-Sep 2021,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.306707474514385
Oct-Dec 2021,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.45212711516018
Jan-Mar 2022,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.555012387829178
Apr-Jun 2022,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.321530151406977
Jul-Sep 2022,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,10.569648627620182
Oct-Dec 2022,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.877278804037026
Jan-Mar 2023,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.504442895737128
Apr-Jun 2023,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,11.51141214379999
Jul-Sep 2023,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.101532697219888
Oct-Dec 2023,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.128987693579031
Jan-Mar 2024,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.796725043163109
Apr-Jun 2024,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,12.436226156457234
Jul-Sep 2024,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.13891514676685
Oct-Dec 2024,People - SA,Aged 16-24,People who were NEET as a percentage of people in relevant population group,13.399225147796992
Oct-Dec 2001,People - SA,Aged 16-17,Young people who were NEET_Total,123.0
Jan-Mar 2002,People - SA,Aged 16-17,Young people who were NEET_Total,124.0
Apr-Jun 2002,People - SA,Aged 16-17,Young people who were NEET_Total,130.0
Jul-Sep 2002,People - SA,Aged 16-17,Young people who were NEET_Total,128.0
Oct-Dec 2002,People - SA,Aged 16-17,Young people who were NEET_Total,129.0
Jan-Mar 2003,People - SA,Aged 16-17,Young people who were NEET_Total,136.0
Apr-Jun 2003,People - SA,Aged 16-17,Young people who were NEET_Total,137.0
Jul-Sep 2003,People - SA,Aged 16-17,Young people who were NEET_Total,130.0
Oct-Dec 2003,People - SA,Aged 16-17,Young people who were NEET_Total,120.0
Jan-Mar 2004,People - SA,Aged 16-17,Young people who were NEET_Total,117.0
Apr-Jun 2004,People - SA,Aged 16-17,Young people who were NEET_Total,126.0
Jul-Sep 2004,People - SA,Aged 16-17,Young people who were NEET_Total,131.0
Oct-Dec 2004,People - SA,Aged 16-17,Young people who were NEET_Total,133.0
Jan-Mar 2005,People - SA,Aged 16-17,Young people who were NEET_Total,134.0
Apr-Jun 2005,People - SA,Aged 16-17,Young people who were NEET_Total,133.0
Jul-Sep 2005,People - SA,Aged 16-17,Young people who were NEET_Total,134.0
Oct-Dec 2005,People - SA,Aged 16-17,Young people who were NEET_Total,141.0
Jan-Mar 2006,People - SA,Aged 16-17,Young people who were NEET_Total,132.0
Apr-Jun 2006,People - SA,Aged 16-17,Young people who were NEET_Total,138.0
Jul-Sep 2006,People - SA,Aged 16-17,Young people who were NEET_Total,138.0
Oct-Dec 2006,People - SA,Aged 16-17,Young people who were NEET_Total,128.0
Jan-Mar 2007,People - SA,Aged 16-17,Young people who were NEET_Total,126.0
Apr-Jun 2007,People - SA,Aged 16-17,Young people who were NEET_Total,125.0
Jul-Sep 2007,People - SA,Aged 16-17,Young people who were NEET_Total,124.0
Oct-Dec 2007,People - SA,Aged 16-17,Young people who were NEET_Total,125.0
Jan-Mar 2008,People - SA,Aged 16-17,Young people who were NEET_Total,111.0
Apr-Jun 2008,People - SA,Aged 16-17,Young people who were NEET_Total,117.0
