CDID,Title,PreUnit,Unit,Release Date,Next release,Important Notes
LF97,Northern Ireland - 16-64 inactive levels: 000s: SA: People,,,2025-02-18,2025-03-20,
LF98,Northern Ireland - 16-64 inactive levels: 000s: SA: Women,,,2025-02-18,2025-03-20,
LF99,Northern Ireland - 16-64 inactive rates: %: SA: People,,,2025-02-18,2025-03-20,
LF9A,Northern Ireland - 16-64 inactive rates: %: SA: Women,,,2025-02-18,2025-03-20,
LF9D,LFS: Employment rate: UK: All: Aged 16-64 (%): NSA,,%,2025-02-18,2025-03-20,
LF9E,LFS: Employment rate: UK: female: Aged 16-59 (%): NSA,,,2025-02-18,2025-03-20,
LF9F,LFS: In Employment: UK: All: Aged 16-64: Thousands: NSA,,,2025-02-18,2025-03-20,
LF9G,LFS: In Employment: UK: female: Aged 16-59: Thousands: NSA,,,2025-02-18,2025-03-20,
LF9H,LFS: ILO unemployed: UK: All: Aged 16-64: Thousands: NSA,,,2025-02-18,2025-03-20,
LF9I,LFS: ILO unemployed: UK: female: Aged 16-59: Thousands: NSA,,,2025-02-18,2025-03-20,
LF9J,LFS: Economically active: UK: All: aged 16-64: Thousands: NSA,,,2025-02-18,2025-03-20,
LF9K,LFS: Economically active: UK: female: aged 16-59: Thousands: NSA,,,2025-02-18,2025-03-20,
LF9L,LFS: Economically inactive: UK: All: Aged 16-64: Thousands: NSA,,,2025-02-18,2025-03-20,
LF9M,LFS: Economically inactive: UK: female: Aged 16-59: Thousands: NSA,,,2025-02-18,2025-03-20,
LF9W,LFS: Econ. inactivity reasons: Students: UK: All:000s:NSA,,,2025-02-18,2025-03-20,
LFK4,Employment level 65 + People: 000s,,,2025-02-18,2025-03-20,
LFK5,Employment level 65 + Women: 000s,,,2025-02-18,2025-03-20,
LFK6,Employment rate 65 + People: %,,,2025-02-18,2025-03-20,
LFK7,Employment rate 65 + Women: %,,,2025-02-18,2025-03-20,
LFK8,Economically active level 65 + People: 000s,,,2025-02-18,2025-03-20,
LFK9,Economically active level 65 + Women: 000s,,,2025-02-18,2025-03-20,
LFL2,Economically active rate 65 + People: %,,,2025-02-18,2025-03-20,
LFL3,Economically active rate 65 + Women: %,,,2025-02-18,2025-03-20,
LFL4,Economically inactive level 65 + People: 000s,,,2025-02-18,2025-03-20,
LFL5,Economically inactive level 65 + Women: 000s,,,2025-02-18,2025-03-20,
LFL6,Economically inactive rate 65 + People: %,,,2025-02-18,2025-03-20,
LFL7,Economically inactive rate 65 + Women: %,,,2025-02-18,2025-03-20,
LFL8,Discouraged workers level people: 000s,,,2025-02-18,2025-03-20,
LFL9,Inactive does not want a job people: 000s,,,2025-02-18,2025-03-20,
LFM2,Inactive wants a job people: 000s,,,2025-02-18,2025-03-20,
LFM3,Discouraged workers level women: 000s,,,2025-02-18,2025-03-20,
LFM4,Inactive does not want a job women: 000s,,,2025-02-18,2025-03-20,
LFM5,Inactive wants a job women: 000s,,,2025-02-18,2025-03-20,
LFM6,UK employment rate NSA country of birth,,,2025-02-18,2025-03-20,
LFM7,Non-UK employment rate NSA country of birth,,,2025-02-18,2025-03-20,
LFM8,EU 14 employment rate NSA country of birth,,,2025-02-18,2025-03-20,
LFM9,EU A8 employment rate NSA country of birth,,,2025-02-18,2025-03-20,
LFN2,USA employment rate NSA country of birth,,,2025-02-18,2025-03-20,
LFN4,South Africa employment rate NSA country of birth,,,2025-02-18,2025-03-20,
LFN5,Australia & New Zealand employment rate NSA country of birth,,,2025-02-18,2025-03-20,
LFN6,India employment rate NSA country of birth,,,2025-02-18,2025-03-20,
LFN7,Pakistan & Bangladesh employment rate NSA country of birth,,,2025-02-18,2025-03-20,
LFN8,UK employment rate NSA nationality,,,2025-02-18,2025-03-20,
LFN9,Non-UK employment rate NSA nationality,,,2025-02-18,2025-03-20,
LFO2,EU 14 employment rate NSA nationality,,,2025-02-18,2025-03-20,
LFO3,EU A8 employment rate NSA nationality,,,2025-02-18,2025-03-20,
LFO4,USA employment rate NSA nationality,,,2025-02-18,2025-03-20,
LFO6,South Africa employment rate NSA nationality,,,2025-02-18,2025-03-20,
LFO7,Australia & New Zealand employment rate NSA nationality,,,2025-02-18,2025-03-20,
LFO8,India employment rate NSA nationality,,,2025-02-18,2025-03-20,
LFO9,Pakistan & Bangladesh employment rate NSA nationality,,,2025-02-18,2025-03-20,
LFP7,LFS: Econ. inactivity wants a job: Looking after family/home: UK: All:SA,,,2025-02-18,2025-03-20,
LFP8,LFS: Econ. inactivity wants a job: Long-term Sick: UK: All:SA,,,2025-02-18,2025-03-20,
LFP9,LFS: Econ. inactivity wants a job: Looking after family/home: UK: female:SA,,,2025-02-18,2025-03-20,
LFQ2,LFS: Econ. inactivity wants a job: Long-term Sick: UK: Female:SA,,,2025-02-18,2025-03-20,
LOJU,UK Government-Supported Trainees SA : Total (thousands),,,2025-02-18,2025-03-20,
LOJX,UK HM Forces SA : Total (thousands),,,2025-02-18,2025-03-20,
LUAA,LFS: Usual weekly hrs of work: In employment: Less than 6 hrs: UK: All: %: SA,,%,2025-02-18,2025-03-20,
LWDZ,LFS: Economic inactivity rate: North East: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
LWEA,LFS: Economic inactivity rate: North West: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
LWEB,LFS: Economic inactivity rate: Yorks & the Humber: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
LWEC,LFS: Economic inactivity rate: East Midlands: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
LWED,LFS: Economic inactivity rate: West Midlands: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
LWEE,LFS: Economic inactivity rate: East: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
LWEF,LFS: Economic inactivity rate: London: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
LWEG,LFS: Economic inactivity rate: South East (GOR): Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
LWEH,LFS: Economic inactivity rate: South West: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
LWEI,LFS: Economic inactivity rate: England: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
LWEJ,LFS: Economic inactivity rate: Wales: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
LWEK,LFS: Economic inactivity rate: Scotland: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
LWEX,LFS: Economic inactivity rate: UK: All: Aged 16-17: %: SA,,%,2025-02-18,2025-03-20,
LWEY,LFS: Economic inactivity rate: UK: Male: Aged 16-17: %: SA,,%,2025-02-18,2025-03-20,
LWEZ,LFS: Economic inactivity rate: UK: Female: Aged 16-17: %: SA,,%,2025-02-18,2025-03-20,
LWFA,LFS: Economic inactivity rate: UK: All: Aged 18-24: %: SA,,%,2025-02-18,2025-03-20,
LWFB,LFS: Economic inactivity rate: UK: Male: Aged 18-24: %: SA,,%,2025-02-18,2025-03-20,
LWFC,LFS: Economic inactivity rate: UK: Female: Aged 18-24: %: SA,,%,2025-02-18,2025-03-20,
LWFD,LFS: Economic inactivity rate: UK: All: Aged 25-34: %: SA,,%,2025-02-18,2025-03-20,
LWFE,LFS: Economic inactivity rate: UK: Male: Aged 25-34: %: SA,,%,2025-02-18,2025-03-20,
LWFF,LFS: Economic inactivity rate: UK: Female: Aged 25-34: %: SA,,%,2025-02-18,2025-03-20,
LWFG,LFS: Economic inactivity rate: UK: All: Aged 35-49: %: SA,,%,2025-02-18,2025-03-20,
LWFH,LFS: Economic inactivity rate: UK: Male: Aged 35-49: %: SA,,%,2025-02-18,2025-03-20,
LWFI,LFS: Economic inactivity rate: UK: Female: Aged 35-49: %: SA,,%,2025-02-18,2025-03-20,
LWFK,LFS: Economic inactivity rate: UK: Male: Aged 50-64: %: SA,,%,2025-02-18,2025-03-20,
LWFN,LFS: Economic inactivity rate: UK: Male: Aged 65+: %: SA,,%,2025-02-18,2025-03-20,
LWYV,LFS: Usual weekly hrs of work: In employment: Less than 6 hrs: UK: Male: %: SA,,%,2025-02-18,2025-03-20,
LWYW,LFS: Usual weekly hrs of work: In employment: Less than 6 hrs: UK: Female: %:SA,,%,2025-02-18,2025-03-20,
LWYX,LFS: Usual weekly hours of work: In employment: 6 up to 15 hrs: UK: All: %: SA,,%,2025-02-18,2025-03-20,
LWYY,LFS: Usual weekly hours of work: In employment: 6 up to 15 hrs: UK: Male: %: SA,,%,2025-02-18,2025-03-20,
LWYZ,LFS: Usual weekly hrs of work: In employment: 6 up to 15 hrs: UK: Female: %: SA,,%,2025-02-18,2025-03-20,
LWZA,LFS: Usual weekly hours of work: In employment: 16 up to 30 hrs: UK: All: %: SA,,%,2025-02-18,2025-03-20,
LWZB,LFS: Usual weekly hrs of work: In employment: 16 up to 30 hrs: UK: Male: %: SA,,%,2025-02-18,2025-03-20,
LWZC,LFS: Usual weekly hrs of work: In employment: 16 up to 30 hrs: UK: Female: %:SA,,%,2025-02-18,2025-03-20,
LWZD,LFS: Usual weekly hours of work: In employment: 31 up to 45 hrs: UK: All: %: SA,,%,2025-02-18,2025-03-20,
LWZE,LFS: Usual weekly hrs of work: In employment: 31 up to 45 hrs: UK: Male: %: SA,,%,2025-02-18,2025-03-20,
LWZF,LFS: Usual weekly hrs of work: In employment: 31 up to 45 hrs: UK: Female: %:SA,,%,2025-02-18,2025-03-20,
LWZG,LFS: Usual weekly hours of work: In employment: Over 45 hrs: UK: All: %: SA,,%,2025-02-18,2025-03-20,
LWZH,LFS: Usual weekly hours of work: In employment: Over 45 hrs: UK: Male: %: SA,,%,2025-02-18,2025-03-20,
LWZI,LFS: Usual weekly hours of work: In employment: Over 45 hrs: UK: Female: %: SA,,%,2025-02-18,2025-03-20,
LWZJ,LFS: Usual weekly hours of work: Employees: Less than 6 hrs: UK: All: %: SA,,%,2025-02-18,2025-03-20,
LWZK,LFS: Usual weekly hours of work: Employees: Less than 6 hrs: UK: Male: %: SA,,%,2025-02-18,2025-03-20,
LWZL,LFS: Usual weekly hours of work: Employees: Less than 6 hrs: UK: Female: %: SA,,%,2025-02-18,2025-03-20,
LWZM,LFS: Usual weekly hours of work: Employees: 6 up to 15 hrs: UK: All: %: SA,,%,2025-02-18,2025-03-20,
LWZN,LFS: Usual weekly hours of work: Employees: 6 up to 15 hrs: UK: Male: %: SA,,%,2025-02-18,2025-03-20,
LWZO,LFS: Usual weekly hours of work: Employees: 6 up to 15 hrs: UK: Female: %: SA,,%,2025-02-18,2025-03-20,
LWZP,LFS: Usual weekly hours of work: Employees: 16 up to 30 hrs: UK: All: %: SA,,%,2025-02-18,2025-03-20,
LWZQ,LFS: Usual weekly hours of work: Employees: 16 up to 30 hrs: UK: Male: %: SA,,%,2025-02-18,2025-03-20,
LWZR,LFS: Usual weekly hours of work: Employees: 16 up to 30 hrs: UK: Female: %: SA,,%,2025-02-18,2025-03-20,
LWZS,LFS: Usual weekly hours of work: Employees: 31 up to 45 hrs: UK: All: %: SA,,%,2025-02-18,2025-03-20,
LWZT,LFS: Usual weekly hours of work: Employees: 31 up to 45 hrs: UK: Male: %: SA,,%,2025-02-18,2025-03-20,
LWZU,LFS: Usual weekly hours of work: Employees: 31 up to 45 hrs: UK: Female: %: SA,,%,2025-02-18,2025-03-20,
LWZV,LFS: Usual weekly hours of work: Employees: Over 45 hrs: UK: All: %: SA,,%,2025-02-18,2025-03-20,
LWZW,LFS: Usual weekly hours of work: Employees: Over 45 hrs: UK: Male: %: SA,,%,2025-02-18,2025-03-20,
LWZX,LFS: Usual weekly hours of work: Employees: Over 45 hrs: UK: Female: %: SA,,%,2025-02-18,2025-03-20,
LWZY,LFS: Usual weekly hours of work: Self-employed: Less than 6 hrs: UK: All: %: SA,,%,2025-02-18,2025-03-20,
LWZZ,LFS: Usual weekly hours of work: Self-employed: Less than 6 hrs: UK: Male: %: SA,,%,2025-02-18,2025-03-20,
LZIZ,LFS: Usual weekly hours of work: Self-employed: Less than 6 hrs: UK: Female: %:,,%,2025-02-18,2025-03-20,
LZJB,LFS: Usual weekly hours of work: Self-employed: 6 up to 15 hrs: UK: All: %: SA,,%,2025-02-18,2025-03-20,
LZJC,LFS: Usual weekly hours of work: Self-employed: 6 up to 15 hrs: UK: Male: %: SA,,%,2025-02-18,2025-03-20,
LZJD,LFS: Usual weekly hrs of work: Self-employed: 6 up to 15 hrs: UK: Female: %: SA,,%,2025-02-18,2025-03-20,
LZJE,LFS: Usual weekly hours of work: Self-employed: 16 up to 30 hrs: UK: All: %: SA,,%,2025-02-18,2025-03-20,
LZJF,LFS: Usual weekly hours of work: Self-employed: 16 up to 30 hrs: UK: Male: %: SA,,%,2025-02-18,2025-03-20,
LZJG,LFS: Usual weekly hrs of work: Self-employed: 16 up to 30 hrs: UK: Female: %: SA,,%,2025-02-18,2025-03-20,
LZJH,LFS: Usual weekly hours of work: Self-employed: 31 up to 45 hrs: UK: All: %: SA,,%,2025-02-18,2025-03-20,
LZJI,LFS: Usual weekly hours of work: Self-employed: 31 up to 45 hrs: UK: Male: %: SA,,%,2025-02-18,2025-03-20,
LZJJ,LFS: Usual weekly hrs of work: Self-employed: 31 up to 45 hrs: UK: Female: %: SA,,%,2025-02-18,2025-03-20,
LZJK,LFS: Usual weekly hours of work: Self-employed: Over 45 hrs: UK: All: %: SA,,%,2025-02-18,2025-03-20,
LZJL,LFS: Usual weekly hours of work: Self-employed: Over 45 hrs: UK: Male: %: SA,,%,2025-02-18,2025-03-20,
LZJM,LFS: Usual weekly hours of work: Self-employed: Over 45 hrs: UK: Female: %: SA,,%,2025-02-18,2025-03-20,
LZKN,LFS: Economically active: Northern Ireland: All: Thousands: SA,,,2025-02-18,2025-03-20,
MFY5,Private Sector Employment excl major reclassifications; UK;HC;SA;Percentage,,%,2025-02-18,2025-03-20,
MFY7,Public Sector Employment excl major reclassifications; UK; HC; SA; Thousands,,,2025-02-18,2025-03-20,
MFY9,Public Sector Employment excl major reclassifications; UK; HC; SA; Percentage,,%,2025-02-18,2025-03-20,
MFZ2,Private Sector Employment excl major reclassifications: UK; HC; SA; Thousands,,,2025-02-18,2025-03-20,
MGRN,LFS: Employees: UK: All: Thousands: SA: Annual = 4 quarter average,,,2025-02-18,2025-03-20,
MGRO,LFS: Employees: UK: Male: Thousands: SA:,,,2025-02-18,2025-03-20,
MGRP,LFS: Employees: UK: Female: Thousands: SA:,,,2025-02-18,2025-03-20,
MGRQ,LFS: Self-employed: UK: All: 000s: SA: Annual = 4 quarter average,,000's,2025-02-18,2025-03-20,
MGRR,LFS: Self-employed: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
MGRS,LFS: Self-employed: UK: Female: Thousands: SA:,,,2025-02-18,2025-03-20,
MGRT,LFS: Unpaid family workers: UK: All: Thousands: SA:,,,2025-02-18,2025-03-20,
MGRU,LFS: Unpaid family workers: UK: Male: Thousands: SA,,,2025-02-18,2025-03-20,
MGRV,LFS: Unpaid family workers: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
MGRW,LFS: Government supported training & employment programmes: UK: All: 000s: SA,,000's,2025-02-18,2025-03-20,
MGRX,LFS: Government supported training & employment programmes: UK: Male: 000's: SA:,,000's,2025-02-18,2025-03-20,
MGRY,LFS: Government supported training & employment programmes: UK: Female: 000's:SA,,000's,2025-02-18,2025-03-20,
MGRZ,"Number of People in Employment (aged 16 and over, seasonally adjusted):000s",,000's,2025-02-18,2025-03-20,
MGSA,"Number of Men in Employment (aged 16 and over, seasonally adjusted):000s",,000's,2025-02-18,2025-03-20,
MGSB,"Number of Women in Employment (aged 16 and over, seasonally adjusted):000s",,000's,2025-02-18,2025-03-20,
MGSC,LFS: Unemployed: UK: All: Aged 16+: 000s: SA: Annual = 4 quarter average,,000's,2025-02-18,2025-03-20,
MGSD,"Number of Unemployed Men (aged 16 and over, seasonaly adjusted):000s",,000's,2025-02-18,2025-03-20,
MGSE,"Number of Unemployed Women (aged 16 and over, seasonaly adjusted):000s",,000's,2025-02-18,2025-03-20,
MGSF,LFS: Economically active: UK: All: 000s: SA: Annual = 4 quarter average,,000's,2025-02-18,2025-03-20,
MGSG,LFS: Economically active: UK: Male: Thousands: SA:,,,2025-02-18,2025-03-20,
MGSH,LFS: Economically active: UK: Female: Thousands: SA,,,2025-02-18,2025-03-20,
MGSI,LFS: Econ inactive: UK: All: Aged 16+: 000s: SA: Annual = 4 quarter average,,000's,2025-02-18,2025-03-20,
MGSJ,LFS: Economically inactive: UK: Male: Aged 16 and over: Thousands: SA,,,2025-02-18,2025-03-20,
MGSK,LFS: Economically inactive: UK: Female: Aged 16 and over: Thousands: SA,,,2025-02-18,2025-03-20,
MGSL,LFS: Population aged 16+: UK: All: 000s: Annual = 4 quarter average,,000's,2025-02-18,2025-03-20,
MGSM,LFS: Population aged 16 and over: UK: Male: Thousands: NSA,,,2025-02-18,2025-03-20,
MGSN,LFS: Population aged 16 and over: UK: Female: Thousands: NSA,,,2025-02-18,2025-03-20,
MGSP,LFS: Economic activity rate: UK: Male: Aged 16-64: %: SA,,%,2025-02-18,2025-03-20,
MGSR,LFS: Employment rate: UK: All: Aged 16 and over: %: SA,,%,2025-02-18,2025-03-20,
MGSS,LFS: Employment rate: UK: Male: Aged 16 and over: %: SA,,%,2025-02-18,2025-03-20,
MGST,LFS: Employment rate: UK: Female: Aged 16 and over: %: SA,,%,2025-02-18,2025-03-20,
MGSV,"Male employment rate (aged 16 to 64, seasonally adjusted): %",,%,2025-02-18,2025-03-20,
MGSX,"Unemployment rate (aged 16 and over, seasonally adjusted): %",,%,2025-02-18,2025-03-20,
MGSY,"Male unemployment rate (aged 16 and over, seasonally adjusted): %",,%,2025-02-18,2025-03-20,
MGSZ,"Female unemployment rate (aged 16 and over, seasonally adjusted): %",,%,2025-02-18,2025-03-20,
MGTA,LFS: Employees: UK: All: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTB,LFS: Employees: UK: Male: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTC,LFS: Employees: UK: Female: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTD,LFS: Self-employed: UK: All: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTE,LFS: Self-employed: UK: Male: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTF,LFS: Self-employed: UK: Female: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTG,LFS: Unpaid family workers: UK: All: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTH,LFS: Unpaid family workers: UK: Male: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTI,LFS: Unpaid family workers: UK: Female: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTJ,LFS: Government supported training & employment programmes: UK: All: 000s: NSA,,,2025-02-18,2025-03-20,
MGTK,LFS: Government supported training & employment programmes: UK: Male: 000s: NSA,,,2025-02-18,2025-03-20,
MGTL,LFS: Government supported training & employment programmes: UK: Female: 000s:NSA,,,2025-02-18,2025-03-20,
MGTM,LFS: In employment: UK: All: Aged 16 and over: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTN,LFS: In employment: UK: Male: Aged 16 and over: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTO,LFS: In employment: UK: Female: Aged 16 and over: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTP,LFS: ILO unemployed: UK: All: Aged 16 and over: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTQ,LFS: ILO unemployed: UK: Male: Aged 16 and over: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTR,LFS: ILO unemployed: UK: Female: Aged 16 and over: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTS,LFS: Economically active: UK: All: Aged 16 and over: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTT,LFS: Economically active: UK: Male: Aged 16 and over: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTU,LFS: Economically active: UK: Female: Aged 16 and over: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTV,LFS: Economically inactive: UK: All: Aged 16 and over: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTW,LFS: Economically inactive: UK: Male: Aged 16 and over: Thousands: NSA,,,2025-02-18,2025-03-20,
MGTX,LFS: Economically inactive: UK: Female: Aged 16 and over: Thousands: NSA,,,2025-02-18,2025-03-20,
MGUE,LFS: Employment rate: UK: All: Aged 16 and over: %: NSA,,,2025-02-18,2025-03-20,
MGUF,LFS: Employment rate: UK: Male: Aged 16 and over: %: NSA,,,2025-02-18,2025-03-20,
MGUG,LFS: Employment rate: UK: Female: Aged 16 and over: %: NSA,,,2025-02-18,2025-03-20,
MGUI,LFS: Employment rate: UK: Male: Aged 16-64: %: NSA,,,2025-02-18,2025-03-20,
MGUK,LFS: ILO unemployment rate: UK: All: Aged 16 and over: %: NSA,,,2025-02-18,2025-03-20,
MGUL,LFS: ILO unemployment rate: UK: Male: Aged 16 and over: %: NSA,,,2025-02-18,2025-03-20,
MGUM,LFS: ILO unemployment rate: UK: Female: Aged 16 and over: %: NSA,,,2025-02-18,2025-03-20,
MGUQ,LFS: In Employment: UK: All: Aged 16-24: Thousands: SA,,,2025-02-18,2025-03-20,
MGUR,LFS: In Employment: UK: Male: Aged 16-24: Thousands: SA,,,2025-02-18,2025-03-20,
MGUS,LFS: In Employment: UK: Female: Aged 16-24: Thousands: SA,,,2025-02-18,2025-03-20,
MGUX,LFS: In Employment: UK: Male: Aged 50-64: Thousands: SA,,,2025-02-18,2025-03-20,
MGVA,LFS: In Employment: UK: Male: Aged 65+: Thousands: SA,,,2025-02-18,2025-03-20,
MGVF,LFS: Unemployed: UK: All: Aged 16-24: Thousands: SA,,,2025-02-18,2025-03-20,
MGVG,LFS: Unemployed: UK: Male: Aged 16-24: Thousands: SA,,,2025-02-18,2025-03-20,
MGVH,LFS: Unemployed: UK: Female: Aged 16-24: Thousands: SA,,,2025-02-18,2025-03-20,
MGVI,LFS: Unemployed: UK: All: Aged 25-49: Thousands: SA,,,2025-02-18,2025-03-20,
MGVJ,LFS: Unemployed: UK: Male: Aged 25-49: Thousands: SA,,,2025-02-18,2025-03-20,
MGVK,LFS: Unemployed: UK: Female: Aged 25-49: Thousands: SA,,,2025-02-18,2025-03-20,
MGVM,LFS: ILO Unemployed: UK: Male: Aged 50-64: Thousands: SA,,,2025-02-18,2025-03-20,
MGVP,LFS: ILO Unemployed: UK: Male: Aged 65+: Thousands: SA,,,2025-02-18,2025-03-20,
MGVU,LFS: Economically Inactive: UK: All: Aged 16-24: Thousands: SA,,,2025-02-18,2025-03-20,
MGVV,LFS: Economically Inactive: UK: Male: Aged 16-24: Thousands: SA,,,2025-02-18,2025-03-20,
MGVW,LFS: Economically Inactive: UK: Female: Aged 16-24: Thousands: SA,,,2025-02-18,2025-03-20,
MGWB,LFS: Economically Inactive: UK: Male: Aged 50-64: Thousands: SA,,,2025-02-18,2025-03-20,
MGWE,LFS: Economically Inactive: UK: Male: Aged 65+: Thousands: SA,,,2025-02-18,2025-03-20,
MGWG,LFS: Economic activity rate: UK: All: All aged 16 and over: %: SA,,%,2025-02-18,2025-03-20,
MGWH,LFS: Economic activity rate: UK: Male: All aged 16 and over: %: SA,,%,2025-02-18,2025-03-20,
MGWI,LFS: Economic activity rate: UK: Female: All aged 16 and over: %: SA,,%,2025-02-18,2025-03-20,
MGWQ,LFS: Economic activity rate: UK: Male: Aged 50-64: %: SA,,%,2025-02-18,2025-03-20,
MGWT,LFS: Economic activity rate: UK: Male: Aged 65+: %: SA,,%,2025-02-18,2025-03-20,
MGWY,LFS: Unemployment rate: UK: All: Aged 16-24: %: SA,,%,2025-02-18,2025-03-20,
MGWZ,LFS: Unemployment rate: UK: Male: Aged 16-24: %: SA,,%,2025-02-18,2025-03-20,
MGXA,LFS: Unemployment rate: UK: Female: Aged 16-24: %: SA,,%,2025-02-18,2025-03-20,
MGXB,LFS: Unemployment rate: UK: All: Aged 25-49: %: SA,,%,2025-02-18,2025-03-20,
MGXC,LFS: Unemployment rate: UK: Male: Aged 25-49: %: SA,,%,2025-02-18,2025-03-20,
MGXD,LFS: Unemployment rate: UK: Female: Aged 25-49: %: SA,,%,2025-02-18,2025-03-20,
MGXF,LFS: ILO unemployment rate: UK: Male: Aged 50-64: %: SA,,%,2025-02-18,2025-03-20,
MGXI,LFS: ILO unemployment rate: UK: Male: Aged 65+: %: SA,,%,2025-02-18,2025-03-20,
MGYK,LFS: Unemployed up to 6 months: UK: Male: Aged 16 and over: Thousands: SA,,,2025-02-18,2025-03-20,
MGYL,LFS: Unemployed up to 6 months: UK: Female: Aged 16 and over: Thousands: SA,,,2025-02-18,2025-03-20,
MGYM,LFS: Unemployed over 6 and up to 12 months: UK: Male: Aged 16+: 000s: SA,,000's,2025-02-18,2025-03-20,
MGYN,LFS: Unemployed over 6 and up to 12 months: UK: Female: Aged 16+: 000s: SA,,000's,2025-02-18,2025-03-20,
MGYO,LFS: Unemployed over 12 months: UK: Male: Aged 16 and over: Thousands: SA,,,2025-02-18,2025-03-20,
MGYP,LFS: Unemployed over 12 months: UK: Female: Aged 16 and over: Thousands: SA,,,2025-02-18,2025-03-20,
S2PN,LFS Experimental: In employment: UK: All aged 16+: Thousands: SA,,,2025-02-18,2025-03-20,
S2PO,LFS Experimental: ILO Unemployed: UK: All aged 16+: Thousands: SA,,,2025-02-18,2025-03-20,
S2PP,LFS Experimental: Economically inactive: UK: All aged 16+: Thousands: SA,,,2025-02-18,2025-03-20,
S2PQ,LFS Experimental: In employment: UK: All aged 16-64: Thousands: SA,,,2025-02-18,2025-03-20,
S2PR,LFS Experimental: ILO Unemployed: UK: All aged 16-64: Thousands: SA,,,2025-02-18,2025-03-20,
S2PS,LFS Experimental: Economically inactive: UK: All aged 16-64: Thousands: SA,,,2025-02-18,2025-03-20,
S2PT,LFS Experimental: Employment rate: UK: All: Aged 16+ (%): SA,,,2025-02-18,2025-03-20,
S2PU,LFS Experimental: ILO Unemployment rate: UK: All: Aged 16+ (%): SA,,%,2025-02-18,2025-03-20,
S2PV,LFS Experimental: Economically inactive rate: UK: All: Aged 16+ (%): SA,,,2025-02-18,2025-03-20,
S2PW,LFS Experimental: Employment rate: UK: All: Aged 16-64 (%): SA,,%,2025-02-18,2025-03-20,
S2PX,LFS Experimental: ILO Unemployment rate: UK: All: Aged 16-64 (%): SA,,,2025-02-18,2025-03-20,
S2PY,LFS Experimental: Economically inactive rate: UK: All: Aged 16-64 (%): SA,,,2025-02-18,2025-03-20,
S2PZ,LFS Experimental: In employment: UK: All aged 16+: Thousands: Quarterly Change: SA,,,2025-02-18,2025-03-20,
S2Q2,LFS Experimental: ILO Unemployed: UK: All aged 16+: Thousands: Quarterly Change: SA,,,2025-02-18,2025-03-20,
S2Q3,LFS Experimental: Economically inactive: UK: All aged 16+: Thousands: Quarterly Change: SA,,,2025-02-18,2025-03-20,
S2Q4,LFS Experimental: In employment: UK: All aged 16-64: Thousands: Quarterly Change: SA,,,2025-02-18,2025-03-20,
S2Q5,LFS Experimental: ILO Unemployed: UK: All aged 16-64: Thousands: Quarterly Change: SA,,,2025-02-18,2025-03-20,
S2Q6,LFS Experimental: Economically inactive: UK: All aged 16-64: Thousands: Quarterly Change: SA,,,2025-02-18,2025-03-20,
S2Q7,LFS Experimental: Employment rate: UK: All: Aged 16+ (%): Quarterly Change: SA,,,2025-02-18,2025-03-20,
S2Q8,LFS Experimental: ILO Unemployment rate: UK: All: Aged 16+ (%): Quarterly Change: SA,,,2025-02-18,2025-03-20,
S2Q9,LFS Experimental: Economically inactive rate: UK: All: Aged 16+ (%): Quarterly Change: SA,,,2025-02-18,2025-03-20,
S2QA,LFS Experimental: Employment rate: UK: All: Aged 16-64 (%): Quarterly Change: SA,,,2025-02-18,2025-03-20,
